Year,AnnÈe,ISO,Jurisdiction,Juridiction,Fire size class,Classe de superficie ‡ l'extinction ,Number,Data Qualifier,Nombre,Qualificatifs de donnÈes
2014,2014,MB,Manitoba,Manitoba,1.1 - 10 ha,"1,1 - 10 ha",47,a,47,a
2014,2014,MB,Manitoba,Manitoba,10.1 - 100 ha,"10,1 - 100 ha",30,a,30,a
2014,2014,MB,Manitoba,Manitoba,100.1 - 1 000 ha,"100,1 - 1 000 ha",20,a,20,a
2014,2014,MB,Manitoba,Manitoba,1000 - 10 000 ha,1000 - 10 000 ha,7,a,7,a
2014,2014,MB,Manitoba,Manitoba,Up to 0.1 ha,"Jusqu'‡ 0,1 ha",71,a,71,a
2015,2015,MB,Manitoba,Manitoba,0.11 - 1.0 ha,"0,11 - 1 ha",102,a,102,a
2015,2015,MB,Manitoba,Manitoba,1.1 - 10 ha,"1,1 - 10 ha",127,a,127,a
2015,2015,MB,Manitoba,Manitoba,10.1 - 100 ha,"10,1 - 100 ha",64,a,64,a
2015,2015,MB,Manitoba,Manitoba,100.1 - 1 000 ha,"100,1 - 1 000 ha",42,a,42,a
2015,2015,MB,Manitoba,Manitoba,1000 - 10 000 ha,1000 - 10 000 ha,16,a,16,a
2015,2015,MB,Manitoba,Manitoba,Up to 0.1 ha,"Jusqu'‡ 0,1 ha",108,a,108,a
2016,2016,MB,Manitoba,Manitoba,0.11 - 1.0 ha,"0,11 - 1 ha",42,a,42,a
2016,2016,MB,Manitoba,Manitoba,1.1 - 10 ha,"1,1 - 10 ha",49,a,49,a
2016,2016,MB,Manitoba,Manitoba,10 000 - 100 000 ha,10 000 - 100 000 ha,1,a,1,a
2016,2016,MB,Manitoba,Manitoba,10.1 - 100 ha,"10,1 - 100 ha",35,a,35,a
2016,2016,MB,Manitoba,Manitoba,100.1 - 1 000 ha,"100,1 - 1 000 ha",21,a,21,a
2016,2016,MB,Manitoba,Manitoba,1000 - 10 000 ha,1000 - 10 000 ha,7,a,7,a
2016,2016,MB,Manitoba,Manitoba,Up to 0.1 ha,"Jusqu'‡ 0,1 ha",47,a,47,a
2017,2017,MB,Manitoba,Manitoba,0.11 - 1.0 ha,"0,11 - 1 ha",139,a,139,a
2017,2017,MB,Manitoba,Manitoba,1.1 - 10 ha,"1,1 - 10 ha",87,a,87,a
2017,2017,MB,Manitoba,Manitoba,10 000 - 100 000 ha,10 000 - 100 000 ha,5,a,5,a
2017,2017,MB,Manitoba,Manitoba,10.1 - 100 ha,"10,1 - 100 ha",81,a,81,a
2017,2017,MB,Manitoba,Manitoba,100.1 - 1 000 ha,"100,1 - 1 000 ha",66,a,66,a
2017,2017,MB,Manitoba,Manitoba,1000 - 10 000 ha,1000 - 10 000 ha,40,a,40,a
2017,2017,MB,Manitoba,Manitoba,Up to 0.1 ha,"Jusqu'‡ 0,1 ha",139,a,139,a
2018,2018,MB,Manitoba,Manitoba,0.11 - 1.0 ha,"0,11 - 1 ha",122,a,122,a
2018,2018,MB,Manitoba,Manitoba,1.1 - 10 ha,"1,1 - 10 ha",91,a,91,a
2018,2018,MB,Manitoba,Manitoba,10 000 - 100 000 ha,10 000 - 100 000 ha,5,a,5,a
2018,2018,MB,Manitoba,Manitoba,10.1 - 100 ha,"10,1 - 100 ha",72,a,72,a
2018,2018,MB,Manitoba,Manitoba,100.1 - 1 000 ha,"100,1 - 1 000 ha",42,a,42,a
2018,2018,MB,Manitoba,Manitoba,1000 - 10 000 ha,1000 - 10 000 ha,25,a,25,a
2018,2018,MB,Manitoba,Manitoba,Up to 0.1 ha,"Jusqu'‡ 0,1 ha",119,a,119,a
2019,2019,MB,Manitoba,Manitoba,0.11 - 1.0 ha,"0,11 - 1 ha",65,a,65,a
2019,2019,MB,Manitoba,Manitoba,1.1 - 10 ha,"1,1 - 10 ha",57,a,57,a
2019,2019,MB,Manitoba,Manitoba,10 000 - 100 000 ha,10 000 - 100 000 ha,2,a,2,a
2019,2019,MB,Manitoba,Manitoba,10.1 - 100 ha,"10,1 - 100 ha",66,a,66,a
2019,2019,MB,Manitoba,Manitoba,100.1 - 1 000 ha,"100,1 - 1 000 ha",29,a,29,a
2019,2019,MB,Manitoba,Manitoba,1000 - 10 000 ha,1000 - 10 000 ha,7,a,7,a
2019,2019,MB,Manitoba,Manitoba,Up to 0.1 ha,"Jusqu'‡ 0,1 ha",52,a,52,a
1990,1990,NB,New Brunswick,Nouveau-Brunswick,0.11 - 1.0 ha,"0,11 - 1 ha",77,a,77,a
1990,1990,NB,New Brunswick,Nouveau-Brunswick,1.1 - 10 ha,"1,1 - 10 ha",46,a,46,a
1990,1990,NB,New Brunswick,Nouveau-Brunswick,10.1 - 100 ha,"10,1 - 100 ha",2,a,2,a
1990,1990,NB,New Brunswick,Nouveau-Brunswick,1000 - 10 000 ha,1000 - 10 000 ha,2,a,2,a
1990,1990,NB,New Brunswick,Nouveau-Brunswick,Up to 0.1 ha,"Jusqu'‡ 0,1 ha",250,a,250,a
1991,1991,NB,New Brunswick,Nouveau-Brunswick,0.11 - 1.0 ha,"0,11 - 1 ha",172,a,172,a
1991,1991,NB,New Brunswick,Nouveau-Brunswick,1.1 - 10 ha,"1,1 - 10 ha",93,a,93,a
1991,1991,NB,New Brunswick,Nouveau-Brunswick,10.1 - 100 ha,"10,1 - 100 ha",11,a,11,a
1991,1991,NB,New Brunswick,Nouveau-Brunswick,100.1 - 1 000 ha,"100,1 - 1 000 ha",1,a,1,a
1991,1991,NB,New Brunswick,Nouveau-Brunswick,1000 - 10 000 ha,1000 - 10 000 ha,1,a,1,a
1991,1991,NB,New Brunswick,Nouveau-Brunswick,Up to 0.1 ha,"Jusqu'‡ 0,1 ha",378,a,378,a
1992,1992,NB,New Brunswick,Nouveau-Brunswick,0.11 - 1.0 ha,"0,11 - 1 ha",170,a,170,a
1992,1992,NB,New Brunswick,Nouveau-Brunswick,1.1 - 10 ha,"1,1 - 10 ha",110,a,110,a
1992,1992,NB,New Brunswick,Nouveau-Brunswick,10.1 - 100 ha,"10,1 - 100 ha",22,a,22,a
1992,1992,NB,New Brunswick,Nouveau-Brunswick,100.1 - 1 000 ha,"100,1 - 1 000 ha",2,a,2,a
1992,1992,NB,New Brunswick,Nouveau-Brunswick,1000 - 10 000 ha,1000 - 10 000 ha,1,a,1,a
1992,1992,NB,New Brunswick,Nouveau-Brunswick,Up to 0.1 ha,"Jusqu'‡ 0,1 ha",271,a,271,a
1993,1993,NB,New Brunswick,Nouveau-Brunswick,0.11 - 1.0 ha,"0,11 - 1 ha",119,a,119,a
1993,1993,NB,New Brunswick,Nouveau-Brunswick,1.1 - 10 ha,"1,1 - 10 ha",74,a,74,a
1993,1993,NB,New Brunswick,Nouveau-Brunswick,10.1 - 100 ha,"10,1 - 100 ha",8,a,8,a
1993,1993,NB,New Brunswick,Nouveau-Brunswick,100.1 - 1 000 ha,"100,1 - 1 000 ha",1,a,1,a
1993,1993,NB,New Brunswick,Nouveau-Brunswick,Up to 0.1 ha,"Jusqu'‡ 0,1 ha",228,a,228,a
1994,1994,NB,New Brunswick,Nouveau-Brunswick,0.11 - 1.0 ha,"0,11 - 1 ha",153,a,153,a
1994,1994,NB,New Brunswick,Nouveau-Brunswick,1.1 - 10 ha,"1,1 - 10 ha",76,a,76,a
1994,1994,NB,New Brunswick,Nouveau-Brunswick,10.1 - 100 ha,"10,1 - 100 ha",11,a,11,a
1994,1994,NB,New Brunswick,Nouveau-Brunswick,100.1 - 1 000 ha,"100,1 - 1 000 ha",1,a,1,a
1994,1994,NB,New Brunswick,Nouveau-Brunswick,Up to 0.1 ha,"Jusqu'‡ 0,1 ha",277,a,277,a
1995,1995,NB,New Brunswick,Nouveau-Brunswick,0.11 - 1.0 ha,"0,11 - 1 ha",118,a,118,a
1995,1995,NB,New Brunswick,Nouveau-Brunswick,1.1 - 10 ha,"1,1 - 10 ha",55,a,55,a
1995,1995,NB,New Brunswick,Nouveau-Brunswick,10.1 - 100 ha,"10,1 - 100 ha",10,a,10,a
1995,1995,NB,New Brunswick,Nouveau-Brunswick,Up to 0.1 ha,"Jusqu'‡ 0,1 ha",364,a,364,a
1996,1996,NB,New Brunswick,Nouveau-Brunswick,0.11 - 1.0 ha,"0,11 - 1 ha",110,a,110,a
1996,1996,NB,New Brunswick,Nouveau-Brunswick,1.1 - 10 ha,"1,1 - 10 ha",44,a,44,a
1996,1996,NB,New Brunswick,Nouveau-Brunswick,10.1 - 100 ha,"10,1 - 100 ha",6,a,6,a
1996,1996,NB,New Brunswick,Nouveau-Brunswick,100.1 - 1 000 ha,"100,1 - 1 000 ha",3,a,3,a
1996,1996,NB,New Brunswick,Nouveau-Brunswick,Up to 0.1 ha,"Jusqu'‡ 0,1 ha",204,a,204,a
1997,1997,NB,New Brunswick,Nouveau-Brunswick,0.11 - 1.0 ha,"0,11 - 1 ha",111,a,111,a
1997,1997,NB,New Brunswick,Nouveau-Brunswick,1.1 - 10 ha,"1,1 - 10 ha",41,a,41,a
1997,1997,NB,New Brunswick,Nouveau-Brunswick,10.1 - 100 ha,"10,1 - 100 ha",2,a,2,a
1997,1997,NB,New Brunswick,Nouveau-Brunswick,Up to 0.1 ha,"Jusqu'‡ 0,1 ha",214,a,214,a
1998,1998,NB,New Brunswick,Nouveau-Brunswick,0.11 - 1.0 ha,"0,11 - 1 ha",74,a,74,a
1998,1998,NB,New Brunswick,Nouveau-Brunswick,1.1 - 10 ha,"1,1 - 10 ha",32,a,32,a
1998,1998,NB,New Brunswick,Nouveau-Brunswick,10.1 - 100 ha,"10,1 - 100 ha",4,a,4,a
1998,1998,NB,New Brunswick,Nouveau-Brunswick,100.1 - 1 000 ha,"100,1 - 1 000 ha",1,a,1,a
1998,1998,NB,New Brunswick,Nouveau-Brunswick,Up to 0.1 ha,"Jusqu'‡ 0,1 ha",177,a,177,a
1999,1999,NB,New Brunswick,Nouveau-Brunswick,0.11 - 1.0 ha,"0,11 - 1 ha",151,a,151,a
1999,1999,NB,New Brunswick,Nouveau-Brunswick,1.1 - 10 ha,"1,1 - 10 ha",84,a,84,a
1999,1999,NB,New Brunswick,Nouveau-Brunswick,10.1 - 100 ha,"10,1 - 100 ha",15,a,15,a
1999,1999,NB,New Brunswick,Nouveau-Brunswick,100.1 - 1 000 ha,"100,1 - 1 000 ha",2,a,2,a
1999,1999,NB,New Brunswick,Nouveau-Brunswick,Up to 0.1 ha,"Jusqu'‡ 0,1 ha",355,a,355,a
2000,2000,NB,New Brunswick,Nouveau-Brunswick,0.11 - 1.0 ha,"0,11 - 1 ha",97,a,97,a
2000,2000,NB,New Brunswick,Nouveau-Brunswick,1.1 - 10 ha,"1,1 - 10 ha",55,a,55,a
2000,2000,NB,New Brunswick,Nouveau-Brunswick,10.1 - 100 ha,"10,1 - 100 ha",4,a,4,a
2000,2000,NB,New Brunswick,Nouveau-Brunswick,100.1 - 1 000 ha,"100,1 - 1 000 ha",1,a,1,a
2000,2000,NB,New Brunswick,Nouveau-Brunswick,Up to 0.1 ha,"Jusqu'‡ 0,1 ha",176,a,176,a
2001,2001,NB,New Brunswick,Nouveau-Brunswick,0.11 - 1.0 ha,"0,11 - 1 ha",165,a,165,a
2001,2001,NB,New Brunswick,Nouveau-Brunswick,1.1 - 10 ha,"1,1 - 10 ha",87,a,87,a
2001,2001,NB,New Brunswick,Nouveau-Brunswick,10.1 - 100 ha,"10,1 - 100 ha",10,a,10,a
2001,2001,NB,New Brunswick,Nouveau-Brunswick,Up to 0.1 ha,"Jusqu'‡ 0,1 ha",228,a,228,a
2002,2002,NB,New Brunswick,Nouveau-Brunswick,0.11 - 1.0 ha,"0,11 - 1 ha",98,a,98,a
2002,2002,NB,New Brunswick,Nouveau-Brunswick,1.1 - 10 ha,"1,1 - 10 ha",45,a,45,a
2002,2002,NB,New Brunswick,Nouveau-Brunswick,10.1 - 100 ha,"10,1 - 100 ha",3,a,3,a
2002,2002,NB,New Brunswick,Nouveau-Brunswick,Up to 0.1 ha,"Jusqu'‡ 0,1 ha",171,a,171,a
2003,2003,NB,New Brunswick,Nouveau-Brunswick,0.11 - 1.0 ha,"0,11 - 1 ha",91,a,91,a
2003,2003,NB,New Brunswick,Nouveau-Brunswick,1.1 - 10 ha,"1,1 - 10 ha",27,a,27,a
2003,2003,NB,New Brunswick,Nouveau-Brunswick,10.1 - 100 ha,"10,1 - 100 ha",4,a,4,a
2003,2003,NB,New Brunswick,Nouveau-Brunswick,Up to 0.1 ha,"Jusqu'‡ 0,1 ha",106,a,106,a
2004,2004,NB,New Brunswick,Nouveau-Brunswick,0.11 - 1.0 ha,"0,11 - 1 ha",95,a,95,a
2004,2004,NB,New Brunswick,Nouveau-Brunswick,1.1 - 10 ha,"1,1 - 10 ha",59,a,59,a
2004,2004,NB,New Brunswick,Nouveau-Brunswick,10.1 - 100 ha,"10,1 - 100 ha",8,a,8,a
2004,2004,NB,New Brunswick,Nouveau-Brunswick,Up to 0.1 ha,"Jusqu'‡ 0,1 ha",91,a,91,a
2005,2005,NB,New Brunswick,Nouveau-Brunswick,0.11 - 1.0 ha,"0,11 - 1 ha",96,a,96,a
2005,2005,NB,New Brunswick,Nouveau-Brunswick,1.1 - 10 ha,"1,1 - 10 ha",76,a,76,a
2005,2005,NB,New Brunswick,Nouveau-Brunswick,10.1 - 100 ha,"10,1 - 100 ha",8,a,8,a
2005,2005,NB,New Brunswick,Nouveau-Brunswick,Up to 0.1 ha,"Jusqu'‡ 0,1 ha",126,a,126,a
2006,2006,NB,New Brunswick,Nouveau-Brunswick,0.11 - 1.0 ha,"0,11 - 1 ha",106,a,106,a
2006,2006,NB,New Brunswick,Nouveau-Brunswick,1.1 - 10 ha,"1,1 - 10 ha",60,a,60,a
2006,2006,NB,New Brunswick,Nouveau-Brunswick,10.1 - 100 ha,"10,1 - 100 ha",9,a,9,a
2006,2006,NB,New Brunswick,Nouveau-Brunswick,100.1 - 1 000 ha,"100,1 - 1 000 ha",1,a,1,a
2006,2006,NB,New Brunswick,Nouveau-Brunswick,Up to 0.1 ha,"Jusqu'‡ 0,1 ha",132,a,132,a
2007,2007,NB,New Brunswick,Nouveau-Brunswick,0.11 - 1.0 ha,"0,11 - 1 ha",112,a,112,a
2007,2007,NB,New Brunswick,Nouveau-Brunswick,1.1 - 10 ha,"1,1 - 10 ha",60,a,60,a
2007,2007,NB,New Brunswick,Nouveau-Brunswick,10.1 - 100 ha,"10,1 - 100 ha",5,a,5,a
2007,2007,NB,New Brunswick,Nouveau-Brunswick,100.1 - 1 000 ha,"100,1 - 1 000 ha",1,a,1,a
2007,2007,NB,New Brunswick,Nouveau-Brunswick,Up to 0.1 ha,"Jusqu'‡ 0,1 ha",138,a,138,a
2008,2008,NB,New Brunswick,Nouveau-Brunswick,0.11 - 1.0 ha,"0,11 - 1 ha",50,a,50,a
2008,2008,NB,New Brunswick,Nouveau-Brunswick,1.1 - 10 ha,"1,1 - 10 ha",22,a,22,a
2008,2008,NB,New Brunswick,Nouveau-Brunswick,10.1 - 100 ha,"10,1 - 100 ha",2,a,2,a
2008,2008,NB,New Brunswick,Nouveau-Brunswick,Up to 0.1 ha,"Jusqu'‡ 0,1 ha",94,a,94,a
2009,2009,NB,New Brunswick,Nouveau-Brunswick,0.11 - 1.0 ha,"0,11 - 1 ha",64,a,64,a
2009,2009,NB,New Brunswick,Nouveau-Brunswick,1.1 - 10 ha,"1,1 - 10 ha",37,a,37,a
2009,2009,NB,New Brunswick,Nouveau-Brunswick,10.1 - 100 ha,"10,1 - 100 ha",4,a,4,a
2009,2009,NB,New Brunswick,Nouveau-Brunswick,Up to 0.1 ha,"Jusqu'‡ 0,1 ha",92,a,92,a
2010,2010,NB,New Brunswick,Nouveau-Brunswick,0.11 - 1.0 ha,"0,11 - 1 ha",49,a,49,a
2010,2010,NB,New Brunswick,Nouveau-Brunswick,1.1 - 10 ha,"1,1 - 10 ha",36,a,36,a
2010,2010,NB,New Brunswick,Nouveau-Brunswick,10.1 - 100 ha,"10,1 - 100 ha",1,a,1,a
2010,2010,NB,New Brunswick,Nouveau-Brunswick,Up to 0.1 ha,"Jusqu'‡ 0,1 ha",93,a,93,a
2011,2011,NB,New Brunswick,Nouveau-Brunswick,0.11 - 1.0 ha,"0,11 - 1 ha",29,a,29,a
2011,2011,NB,New Brunswick,Nouveau-Brunswick,1.1 - 10 ha,"1,1 - 10 ha",7,a,7,a
2011,2011,NB,New Brunswick,Nouveau-Brunswick,Up to 0.1 ha,"Jusqu'‡ 0,1 ha",31,a,31,a
2012,2012,NB,New Brunswick,Nouveau-Brunswick,0.11 - 1.0 ha,"0,11 - 1 ha",125,a,125,a
2012,2012,NB,New Brunswick,Nouveau-Brunswick,1.1 - 10 ha,"1,1 - 10 ha",70,a,70,a
2012,2012,NB,New Brunswick,Nouveau-Brunswick,10.1 - 100 ha,"10,1 - 100 ha",3,a,3,a
2012,2012,NB,New Brunswick,Nouveau-Brunswick,Up to 0.1 ha,"Jusqu'‡ 0,1 ha",140,a,140,a
2013,2013,NB,New Brunswick,Nouveau-Brunswick,0.11 - 1.0 ha,"0,11 - 1 ha",146,a,146,a
2013,2013,NB,New Brunswick,Nouveau-Brunswick,1.1 - 10 ha,"1,1 - 10 ha",73,a,73,a
2013,2013,NB,New Brunswick,Nouveau-Brunswick,10.1 - 100 ha,"10,1 - 100 ha",7,a,7,a
2013,2013,NB,New Brunswick,Nouveau-Brunswick,100.1 - 1 000 ha,"100,1 - 1 000 ha",3,a,3,a
2013,2013,NB,New Brunswick,Nouveau-Brunswick,Up to 0.1 ha,"Jusqu'‡ 0,1 ha",124,a,124,a
2014,2014,NB,New Brunswick,Nouveau-Brunswick,0.11 - 1.0 ha,"0,11 - 1 ha",73,a,73,a
2014,2014,NB,New Brunswick,Nouveau-Brunswick,1.1 - 10 ha,"1,1 - 10 ha",29,a,29,a
2014,2014,NB,New Brunswick,Nouveau-Brunswick,Up to 0.1 ha,"Jusqu'‡ 0,1 ha",78,a,78,a
2015,2015,NB,New Brunswick,Nouveau-Brunswick,0.11 - 1.0 ha,"0,11 - 1 ha",90,a,90,a
2015,2015,NB,New Brunswick,Nouveau-Brunswick,1.1 - 10 ha,"1,1 - 10 ha",40,a,40,a
2015,2015,NB,New Brunswick,Nouveau-Brunswick,10.1 - 100 ha,"10,1 - 100 ha",3,a,3,a
2015,2015,NB,New Brunswick,Nouveau-Brunswick,Up to 0.1 ha,"Jusqu'‡ 0,1 ha",88,a,88,a
2016,2016,NB,New Brunswick,Nouveau-Brunswick,0.11 - 1.0 ha,"0,11 - 1 ha",83,a,83,a
2016,2016,NB,New Brunswick,Nouveau-Brunswick,1.1 - 10 ha,"1,1 - 10 ha",52,a,52,a
2016,2016,NB,New Brunswick,Nouveau-Brunswick,10.1 - 100 ha,"10,1 - 100 ha",3,a,3,a
2016,2016,NB,New Brunswick,Nouveau-Brunswick,Up to 0.1 ha,"Jusqu'‡ 0,1 ha",147,a,147,a
2017,2017,NB,New Brunswick,Nouveau-Brunswick,0.11 - 1.0 ha,"0,11 - 1 ha",69,a,69,a
2017,2017,NB,New Brunswick,Nouveau-Brunswick,1.1 - 10 ha,"1,1 - 10 ha",17,a,17,a
2017,2017,NB,New Brunswick,Nouveau-Brunswick,10.1 - 100 ha,"10,1 - 100 ha",2,a,2,a
2017,2017,NB,New Brunswick,Nouveau-Brunswick,100.1 - 1 000 ha,"100,1 - 1 000 ha",1,a,1,a
2017,2017,NB,New Brunswick,Nouveau-Brunswick,Up to 0.1 ha,"Jusqu'‡ 0,1 ha",156,a,156,a
2018,2018,NB,New Brunswick,Nouveau-Brunswick,0.11 - 1.0 ha,"0,11 - 1 ha",77,a,77,a
2018,2018,NB,New Brunswick,Nouveau-Brunswick,1.1 - 10 ha,"1,1 - 10 ha",36,a,36,a
2018,2018,NB,New Brunswick,Nouveau-Brunswick,10.1 - 100 ha,"10,1 - 100 ha",5,a,5,a
2018,2018,NB,New Brunswick,Nouveau-Brunswick,Up to 0.1 ha,"Jusqu'‡ 0,1 ha",167,a,167,a
2019,2019,NB,New Brunswick,Nouveau-Brunswick,0.11 - 1.0 ha,"0,11 - 1 ha",52,a,52,a
2019,2019,NB,New Brunswick,Nouveau-Brunswick,1.1 - 10 ha,"1,1 - 10 ha",29,a,29,a
2019,2019,NB,New Brunswick,Nouveau-Brunswick,10.1 - 100 ha,"10,1 - 100 ha",3,a,3,a
2019,2019,NB,New Brunswick,Nouveau-Brunswick,Up to 0.1 ha,"Jusqu'‡ 0,1 ha",98,a,98,a
1990,1990,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,0.11 - 1.0 ha,"0,11 - 1 ha",31,a,31,a
1990,1990,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,1.1 - 10 ha,"1,1 - 10 ha",22,a,22,a
1990,1990,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,10.1 - 100 ha,"10,1 - 100 ha",2,a,2,a
1990,1990,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,100.1 - 1 000 ha,"100,1 - 1 000 ha",11,a,11,a
1990,1990,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,1000 - 10 000 ha,1000 - 10 000 ha,3,a,3,a
1990,1990,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Up to 0.1 ha,"Jusqu'‡ 0,1 ha",96,a,96,a
1991,1991,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,0.11 - 1.0 ha,"0,11 - 1 ha",29,a,29,a
1991,1991,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,1.1 - 10 ha,"1,1 - 10 ha",16,a,16,a
1991,1991,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,10.1 - 100 ha,"10,1 - 100 ha",9,a,9,a
1991,1991,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,100.1 - 1 000 ha,"100,1 - 1 000 ha",9,a,9,a
1991,1991,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,1000 - 10 000 ha,1000 - 10 000 ha,13,a,13,a
1991,1991,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Up to 0.1 ha,"Jusqu'‡ 0,1 ha",39,a,39,a
1992,1992,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,0.11 - 1.0 ha,"0,11 - 1 ha",40,a,40,a
1992,1992,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,1.1 - 10 ha,"1,1 - 10 ha",18,a,18,a
1992,1992,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,10.1 - 100 ha,"10,1 - 100 ha",4,a,4,a
1992,1992,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,100.1 - 1 000 ha,"100,1 - 1 000 ha",4,a,4,a
1992,1992,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Up to 0.1 ha,"Jusqu'‡ 0,1 ha",40,a,40,a
1993,1993,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,0.11 - 1.0 ha,"0,11 - 1 ha",23,a,23,a
1993,1993,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,1.1 - 10 ha,"1,1 - 10 ha",4,a,4,a
1993,1993,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,10.1 - 100 ha,"10,1 - 100 ha",1,a,1,a
1993,1993,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,100.1 - 1 000 ha,"100,1 - 1 000 ha",5,a,5,a
1993,1993,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,1000 - 10 000 ha,1000 - 10 000 ha,6,a,6,a
1993,1993,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Up to 0.1 ha,"Jusqu'‡ 0,1 ha",26,a,26,a
1994,1994,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,0.11 - 1.0 ha,"0,11 - 1 ha",29,a,29,a
1994,1994,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,1.1 - 10 ha,"1,1 - 10 ha",18,a,18,a
1994,1994,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,10 000 - 100 000 ha,10 000 - 100 000 ha,2,a,2,a
1994,1994,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,10.1 - 100 ha,"10,1 - 100 ha",8,a,8,a
1994,1994,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,100.1 - 1 000 ha,"100,1 - 1 000 ha",3,a,3,a
1994,1994,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,1000 - 10 000 ha,1000 - 10 000 ha,1,a,1,a
1994,1994,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Up to 0.1 ha,"Jusqu'‡ 0,1 ha",68,a,68,a
1995,1995,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,0.11 - 1.0 ha,"0,11 - 1 ha",19,a,19,a
1995,1995,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,1.1 - 10 ha,"1,1 - 10 ha",21,a,21,a
1995,1995,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,10.1 - 100 ha,"10,1 - 100 ha",7,a,7,a
1995,1995,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,100.1 - 1 000 ha,"100,1 - 1 000 ha",2,a,2,a
1995,1995,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Up to 0.1 ha,"Jusqu'‡ 0,1 ha",37,a,37,a
1996,1996,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,0.11 - 1.0 ha,"0,11 - 1 ha",21,a,21,a
1996,1996,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,1.1 - 10 ha,"1,1 - 10 ha",6,a,6,a
1996,1996,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,10 000 - 100 000 ha,10 000 - 100 000 ha,2,a,2,a
1996,1996,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,10.1 - 100 ha,"10,1 - 100 ha",4,a,4,a
1996,1996,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,100.1 - 1 000 ha,"100,1 - 1 000 ha",8,a,8,a
1996,1996,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,1000 - 10 000 ha,1000 - 10 000 ha,15,a,15,a
1996,1996,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Up to 0.1 ha,"Jusqu'‡ 0,1 ha",55,a,55,a
1997,1997,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,0.11 - 1.0 ha,"0,11 - 1 ha",26,a,26,a
1997,1997,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,1.1 - 10 ha,"1,1 - 10 ha",9,a,9,a
1997,1997,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,10.1 - 100 ha,"10,1 - 100 ha",4,a,4,a
1997,1997,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,100.1 - 1 000 ha,"100,1 - 1 000 ha",2,a,2,a
1997,1997,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,1000 - 10 000 ha,1000 - 10 000 ha,1,a,1,a
1997,1997,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Up to 0.1 ha,"Jusqu'‡ 0,1 ha",36,a,36,a
1998,1998,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,0.11 - 1.0 ha,"0,11 - 1 ha",39,a,39,a
1998,1998,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,1.1 - 10 ha,"1,1 - 10 ha",29,a,29,a
1998,1998,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,10 000 - 100 000 ha,10 000 - 100 000 ha,1,a,1,a
1998,1998,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,10.1 - 100 ha,"10,1 - 100 ha",7,a,7,a
